name;url
Bowl of Cactus Fruit Salad;https://wiki.guildwars2.com/wiki/Bowl_of_Cactus_Fruit_Salad#/media/File:Bowl_of_Cactus_Fruit_Salad.png
Bowl of Cactus Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Cactus_Soup#/media/File:Bowl_of_Cactus_Soup.png
Bowl of Candy Corn Custard;https://wiki.guildwars2.com/wiki/Bowl_of_Candy_Corn_Custard#/media/File:Bowl_of_Candy_Corn_Custard.png
Bowl of Candy Corn Ice Cream;https://wiki.guildwars2.com/wiki/Bowl_of_Candy_Corn_Ice_Cream#/media/File:Bowl_of_Candy_Corn_Ice_Cream.png
Bowl of Carne Khan Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Carne_Khan_Chili#/media/File:Bowl_of_Carne_Khan_Chili.png
Bowl of Cauliflower Sautee;https://wiki.guildwars2.com/wiki/Bowl_of_Cauliflower_Sautee#/media/File:Bowl_of_Cauliflower_Sautee.png
Bowl of Cauliflower Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Cauliflower_Soup#/media/File:Bowl_of_Cauliflower_Soup.png
Bowl of Cherry Vanilla Compote;https://wiki.guildwars2.com/wiki/Bowl_of_Cherry_Vanilla_Compote#/media/File:Bowl_of_Cherry_Vanilla_Compote.png
Bowl of Chickpea and Poultry Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Chickpea_and_Poultry_Soup#/media/File:Bowl_of_Chickpea_and_Poultry_Soup.png
Bowl of Chickpea Salad;https://wiki.guildwars2.com/wiki/Bowl_of_Chickpea_Salad#/media/File:Bowl_of_Chickpea_Salad.png
Bowl of Chickpea Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Chickpea_Soup#/media/File:Bowl_of_Chickpea_Soup.png
Bowl of Chili and Avocado;https://wiki.guildwars2.com/wiki/Bowl_of_Chili_and_Avocado#/media/File:Bowl_of_Chili_and_Avocado.png
Bowl of Chocolate Chip Ice Cream;https://wiki.guildwars2.com/wiki/Bowl_of_Chocolate_Chip_Ice_Cream#/media/File:Bowl_of_Chocolate_Chip_Ice_Cream.png
Bowl of Chocolate Tapioca Pudding;https://wiki.guildwars2.com/wiki/Bowl_of_Chocolate_Tapioca_Pudding#/media/File:Bowl_of_Chocolate_Tapioca_Pudding.png
Bowl of Clam Chowder;https://wiki.guildwars2.com/wiki/Bowl_of_Clam_Chowder#/media/File:Bowl_of_Clam_Chowder.png
Bowl of Cold Wurm Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Cold_Wurm_Stew#/media/File:Bowl_of_Front_Line_Stew.png
Bowl of Coleslaw;https://wiki.guildwars2.com/wiki/Bowl_of_Coleslaw#/media/File:Bowl_of_Coleslaw.png
Bowl of Creamy Portobello Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Creamy_Portobello_Soup#/media/File:Bowl_of_Creamy_Portobello_Soup.png
Bowl of Curry Butternut Squash Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Curry_Butternut_Squash_Soup#/media/File:Bowl_of_Curry_Butternut_Squash_Soup.png
Bowl of Curry Mussel Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Curry_Mussel_Soup#/media/File:Bowl_of_Curry_Mussel_Soup.png
Bowl of Curry Pumpkin Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Curry_Pumpkin_Soup#/media/File:Bowl_of_Curry_Pumpkin_Soup.png
Bowl of Degun Shun Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Degun_Shun_Stew#/media/File:Bowl_of_Spiced_Meat_and_Cabbage_Stew.png
Bowl of Dilled Clam Chowder;https://wiki.guildwars2.com/wiki/Bowl_of_Dilled_Clam_Chowder#/media/File:Bowl_of_Dilled_Clam_Chowder.png
Bowl of Dolyak Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Dolyak_Stew#/media/File:Bowl_of_Dolyak_Stew.png
Bowl of Echovald Hotpot;https://wiki.guildwars2.com/wiki/Bowl_of_Echovald_Hotpot#/media/File:Bowl_of_Echovald_Hotpot.png
Bowl of Eggplant Sautee;https://wiki.guildwars2.com/wiki/Bowl_of_Eggplant_Sautee#/media/File:Bowl_of_Eggplant_Sautee.png
Bowl of Eggplant Stirfry;https://wiki.guildwars2.com/wiki/Bowl_of_Eggplant_Stirfry#/media/File:Bowl_of_Eggplant_Stirfry.png
Bowl of Ettin Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Ettin_Stew#/media/File:Bowl_of_Hearty_Red_Meat_Stew.png
Bowl of Fancy Bean Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Fancy_Bean_Chili#/media/File:Bowl_of_Fancy_Bean_Chili.png
Bowl of Fancy Creamy Mushroom Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Fancy_Creamy_Mushroom_Soup#/media/File:Bowl_of_Fancy_Creamy_Mushroom_Soup.png
Bowl of Fancy Potato and Leek Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Fancy_Potato_and_Leek_Soup#/media/File:Bowl_of_Fancy_Potato_and_Leek_Soup.png
Bowl of Fire Meat Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Fire_Meat_Chili#/media/File:Bowl_of_Fire_Meat_Chili.png
Bowl of Fire Salsa;https://wiki.guildwars2.com/wiki/Bowl_of_Fire_Salsa#/media/File:Bowl_of_Fire_Salsa.png
Bowl of Fire Veggie Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Fire_Veggie_Chili#/media/File:Bowl_of_Fire_Veggie_Chili.png
Bowl of Firebreather Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Firebreather_Chili#/media/File:Bowl_of_Firebreather_Chili.png
Bowl of Fish Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Fish_Stew#/media/File:Bowl_of_Fish_Stew.png
Bowl of Fly Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Fly_Soup#/media/File:Bowl_of_Meat_and_Bean_Chili.png
Bowl of Front Line Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Front_Line_Stew#/media/File:Bowl_of_Front_Line_Stew.png
Bowl of Fruit Salad with Cilantro Garnish;https://wiki.guildwars2.com/wiki/Bowl_of_Fruit_Salad_with_Cilantro_Garnish#/media/File:Bowl_of_Fruit_Salad_with_Cilantro_Garnish.png
Bowl of Fruit Salad with Mint Garnish;https://wiki.guildwars2.com/wiki/Bowl_of_Fruit_Salad_with_Mint_Garnish#/media/File:Bowl_of_Fruit_Salad_with_Mint_Garnish.png
Bowl of Fruit Salad with Orange-Clove Syrup;https://wiki.guildwars2.com/wiki/Bowl_of_Fruit_Salad_with_Orange-Clove_Syrup#/media/File:Bowl_of_Fruit_Salad_with_Orange-Clove_Syrup.png
Bowl of Garlic Kale Sautee;https://wiki.guildwars2.com/wiki/Bowl_of_Garlic_Kale_Sautee#/media/File:Bowl_of_Garlic_Kale_Sautee.png
Bowl of Garlic Spinach Sautee;https://wiki.guildwars2.com/wiki/Bowl_of_Garlic_Spinach_Sautee#/media/File:Bowl_of_Garlic_Spinach_Sautee.png
Bowl of Gelatinous Ooze Custard;https://wiki.guildwars2.com/wiki/Bowl_of_Gelatinous_Ooze_Custard#/media/File:Petri_Dish_Delight.png
Bowl of Ginger-Lime Ice Cream;https://wiki.guildwars2.com/wiki/Bowl_of_Ginger-Lime_Ice_Cream#/media/File:Bowl_of_Ginger-Lime_Ice_Cream.png
Bowl of Gladiator Gruel;https://wiki.guildwars2.com/wiki/Bowl_of_Gladiator_Gruel#/media/File:Bowl_of_Apple_Sauce.png
Bowl of Green Bean Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Green_Bean_Stew#/media/File:Bowl_of_Green_Bean_Stew.png
Bowl of Green Chile Ice Cream;https://wiki.guildwars2.com/wiki/Bowl_of_Green_Chile_Ice_Cream#/media/File:Bowl_of_Green_Chile_Ice_Cream.png
Bowl of Grilled Bananas with Passion Fruit Sauce;https://wiki.guildwars2.com/wiki/Bowl_of_Grilled_Bananas_with_Passion_Fruit_Sauce#/media/File:Bowl_of_Grilled_Bananas_with_Passion_Fruit_Sauce.png
Bowl of Hearty Poultry Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Hearty_Poultry_Soup#/media/File:Bowl_of_Hearty_Poultry_Soup.png
Bowl of Hearty Red Meat Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Hearty_Red_Meat_Stew#/media/File:Bowl_of_Hearty_Red_Meat_Stew.png
Bowl of Herbed Meat Stock;https://wiki.guildwars2.com/wiki/Bowl_of_Herbed_Meat_Stock#/media/File:Bowl_of_Herbed_Meat_Stock.png
Bowl of Herbed Poultry Stock;https://wiki.guildwars2.com/wiki/Bowl_of_Herbed_Poultry_Stock#/media/File:Bowl_of_Herbed_Poultry_Stock.png
Bowl of Herbed Vegetable Stock;https://wiki.guildwars2.com/wiki/Bowl_of_Herbed_Vegetable_Stock#/media/File:Bowl_of_Herbed_Vegetable_Stock.png
Bowl of Hummus;https://wiki.guildwars2.com/wiki/Bowl_of_Hummus#/media/File:Bowl_of_Hummus.png
Bowl of Ice Wurm Bisque;https://wiki.guildwars2.com/wiki/Bowl_of_Ice_Wurm_Bisque#/media/File:Bowl_of_Ice_Wurm_Bisque.png
Bowl of Jade Sea Bounty;https://wiki.guildwars2.com/wiki/Bowl_of_Jade_Sea_Bounty#/media/File:Bowl_of_Jade_Sea_Bounty.png
Bowl of Kale and Poultry Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Kale_and_Poultry_Soup#/media/File:Bowl_of_Kale_and_Poultry_Soup.png
Bowl of Kale Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Kale_Soup#/media/File:Bowl_of_Kale_Soup.png
Bowl of Kappa Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Kappa_Soup#/media/File:Bowl_of_Overlake_Soup.png
Bowl of Kimchi Tofu Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Kimchi_Tofu_Stew#/media/File:Bowl_of_Kimchi_Tofu_Stew.png
Bowl of Kraitweed Salad;https://wiki.guildwars2.com/wiki/Bowl_of_Kraitweed_Salad#/media/File:Bowl_of_Kraitweed_Salad.png
Bowl of Krytan Meatball Dinner;https://wiki.guildwars2.com/wiki/Bowl_of_Krytan_Meatball_Dinner#/media/File:Bowl_of_Krytan_Meatball_Dinner.png
Bowl of Lemongrass Mussel Pasta;https://wiki.guildwars2.com/wiki/Bowl_of_Lemongrass_Mussel_Pasta#/media/File:Bowl_of_Lemongrass_Mussel_Pasta.png
Bowl of Lemongrass Poultry Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Lemongrass_Poultry_Soup#/media/File:Bowl_of_Lemongrass_Poultry_Soup.png
Bowl of Lotus Stirfry;https://wiki.guildwars2.com/wiki/Bowl_of_Lotus_Stirfry#/media/File:Bowl_of_Lotus_Stirfry.png
Bowl of Mango Salsa;https://wiki.guildwars2.com/wiki/Bowl_of_Mango_Salsa#/media/File:Bowl_of_Mango_Salsa.png
Bowl of Marjory's Experimental Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Marjory's_Experimental_Chili#/media/File:Bowl_of_Marjory's_Experimental_Chili.png
Bowl of Mashed Yams;https://wiki.guildwars2.com/wiki/Bowl_of_Mashed_Yams#/media/File:Bowl_of_Mashed_Yams.png
Bowl of Meat and Bean Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Meat_and_Bean_Chili#/media/File:Bowl_of_Meat_and_Bean_Chili.png
Bowl of Meat and Cabbage Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Meat_and_Cabbage_Stew#/media/File:Bowl_of_Meat_and_Cabbage_Stew.png
Bowl of Meat and Winter Vegetable Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Meat_and_Winter_Vegetable_Stew#/media/File:Bowl_of_Meat_and_Winter_Vegetable_Stew.png
Bowl of Meaty Wurm Surprise;https://wiki.guildwars2.com/wiki/Bowl_of_Meaty_Wurm_Surprise#/media/File:Bowl_of_Front_Line_Stew.png
Bowl of Mint Chocolate Chip Ice Cream;https://wiki.guildwars2.com/wiki/Bowl_of_Mint_Chocolate_Chip_Ice_Cream#/media/File:Bowl_of_Mint_Chocolate_Chip_Ice_Cream.png
Bowl of Mists-Infused Fruit Salad with Mint Garnish;https://wiki.guildwars2.com/wiki/Bowl_of_Mists-Infused_Fruit_Salad_with_Mint_Garnish#/media/File:Bowl_of_Fruit_Salad_with_Mint_Garnish.png
Bowl of Mushroom and Asparagus Risotto;https://wiki.guildwars2.com/wiki/Bowl_of_Mushroom_and_Asparagus_Risotto#/media/File:Bowl_of_Mushroom_and_Asparagus_Risotto.png
Bowl of Mushroom Risotto;https://wiki.guildwars2.com/wiki/Bowl_of_Mushroom_Risotto#/media/File:Bowl_of_Mushroom_Risotto.png
Bowl of Mussel Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Mussel_Soup#/media/File:Bowl_of_Mussel_Soup.png
Bowl of Nopalitos Sauté;https://wiki.guildwars2.com/wiki/Bowl_of_Nopalitos_Sauté#/media/File:Bowl_of_Nopalitos_Sauté.png
Bowl of Onion Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Onion_Soup#/media/File:Bowl_of_Onion_Soup.png
Bowl of Orrian Truffle and Meat Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Orrian_Truffle_and_Meat_Stew#/media/File:Bowl_of_Orrian_Truffle_and_Meat_Stew.png
Bowl of Orrian Truffle Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Orrian_Truffle_Soup#/media/File:Bowl_of_Orrian_Truffle_Soup.png
Bowl of Outrider Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Outrider_Stew#/media/File:Bowl_of_Front_Line_Stew.png
Bowl of Overlake Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Overlake_Soup#/media/File:Bowl_of_Overlake_Soup.png
Bowl of Passion Fruit Tapioca Pudding;https://wiki.guildwars2.com/wiki/Bowl_of_Passion_Fruit_Tapioca_Pudding#/media/File:Bowl_of_Passion_Fruit_Tapioca_Pudding.png
Bowl of Peach Raspberry Swirl Ice Cream;https://wiki.guildwars2.com/wiki/Bowl_of_Peach_Raspberry_Swirl_Ice_Cream#/media/File:Bowl_of_Peach_Raspberry_Swirl_Ice_Cream.png
Bowl of Pesto Pasta Salad;https://wiki.guildwars2.com/wiki/Bowl_of_Pesto_Pasta_Salad#/media/File:Bowl_of_Pesto_Pasta_Salad.png
Bowl of Potato and Leek Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Potato_and_Leek_Soup#/media/File:Bowl_of_Potato_and_Leek_Soup.png
Bowl of Poultry and Leek Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Poultry_and_Leek_Soup#/media/File:Bowl_of_Poultry_and_Leek_Soup.png
Bowl of Poultry and Winter Vegetable Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Poultry_and_Winter_Vegetable_Soup#/media/File:Bowl_of_Poultry_and_Winter_Vegetable_Soup.png
Bowl of Poultry Noodle Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Poultry_Noodle_Soup#/media/File:Bowl_of_Poultry_Noodle_Soup.png
Bowl of Poultry Satay;https://wiki.guildwars2.com/wiki/Bowl_of_Poultry_Satay#/media/File:Bowl_of_Poultry_Satay.png
Bowl of Poultry Stock;https://wiki.guildwars2.com/wiki/Bowl_of_Poultry_Stock#/media/File:Bowl_of_Poultry_Stock.png
Bowl of Poultry Tarragon Pasta;https://wiki.guildwars2.com/wiki/Bowl_of_Poultry_Tarragon_Pasta#/media/File:Bowl_of_Poultry_Tarragon_Pasta.png
Bowl of Prickly Pear Sorbet;https://wiki.guildwars2.com/wiki/Bowl_of_Prickly_Pear_Sorbet#/media/File:Bowl_of_Prickly_Pear_Sorbet.png
Bowl of Prickly Pear Tapioca Pudding;https://wiki.guildwars2.com/wiki/Bowl_of_Prickly_Pear_Tapioca_Pudding#/media/File:Bowl_of_Prickly_Pear_Tapioca_Pudding.png
Bowl of Pumpkin Bisque;https://wiki.guildwars2.com/wiki/Bowl_of_Pumpkin_Bisque#/media/File:Bowl_of_Pumpkin_Bisque.png
Bowl of Red Lentil Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Red_Lentil_Soup#/media/File:Bowl_of_Red_Lentil_Soup.png
Bowl of Red Meat Stock;https://wiki.guildwars2.com/wiki/Bowl_of_Red_Meat_Stock#/media/File:Bowl_of_Red_Meat_Stock.png
Bowl of Refugee's Beet Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Refugee's_Beet_Soup#/media/File:Bowl_of_Refugee's_Beet_Soup.png
Bowl of Roasted Lotus Root;https://wiki.guildwars2.com/wiki/Bowl_of_Roasted_Lotus_Root#/media/File:Bowl_of_Roasted_Lotus_Root.png
Bowl of Saffron-Mango Ice Cream;https://wiki.guildwars2.com/wiki/Bowl_of_Saffron-Mango_Ice_Cream#/media/File:Bowl_of_Saffron-Mango_Ice_Cream.png
Bowl of Saffron-scented Poultry Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Saffron-scented_Poultry_Soup#/media/File:Bowl_of_Saffron-scented_Poultry_Soup.png
Bowl of Salad a la Consortium;https://wiki.guildwars2.com/wiki/Bowl_of_Salad_a_la_Consortium#/media/File:Bowl_of_Salad_a_la_Consortium.png
Bowl of Salsa;https://wiki.guildwars2.com/wiki/Bowl_of_Salsa#/media/File:Bowl_of_Salsa.png
Bowl of Sauteed Carrots;https://wiki.guildwars2.com/wiki/Bowl_of_Sauteed_Carrots#/media/File:Bowl_of_Sauteed_Carrots.png
Bowl of Sauteed Zucchini with Nutmeg;https://wiki.guildwars2.com/wiki/Bowl_of_Sauteed_Zucchini_with_Nutmeg#/media/File:Bowl_of_Sauteed_Zucchini_with_Nutmeg.png
Bowl of Savory Spinach and Poultry Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Savory_Spinach_and_Poultry_Soup#/media/File:Bowl_of_Savory_Spinach_and_Poultry_Soup.png
Bowl of Sawgill Mushroom Risotto;https://wiki.guildwars2.com/wiki/Bowl_of_Sawgill_Mushroom_Risotto#/media/File:Bowl_of_Mushroom_Risotto.png
Bowl of Seaweed Salad;https://wiki.guildwars2.com/wiki/Bowl_of_Seaweed_Salad#/media/File:Bowl_of_Seaweed_Salad.png
Bowl of Sesame Fruit Salad;https://wiki.guildwars2.com/wiki/Bowl_of_Sesame_Fruit_Salad#/media/File:Bowl_of_Sesame_Fruit_Salad.png
Bowl of Sharkfin Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Sharkfin_Soup#/media/File:Bowl_of_Tasty_Wurm_Stew.png
Bowl of Simple Bean Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Simple_Bean_Chili#/media/File:Bowl_of_Simple_Bean_Chili.png
Bowl of Simple Meat Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Simple_Meat_Chili#/media/File:Bowl_of_Simple_Meat_Chili.png
Bowl of Simple Meat Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Simple_Meat_Stew#/media/File:Bowl_of_Dolyak_Stew.png
Bowl of Simple Poultry Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Simple_Poultry_Soup#/media/File:Bowl_of_Simple_Poultry_Soup.png
Bowl of Simple Salad;https://wiki.guildwars2.com/wiki/Bowl_of_Simple_Salad#/media/File:Bowl_of_Kraitweed_Salad.png
Bowl of Simple Stirfry;https://wiki.guildwars2.com/wiki/Bowl_of_Simple_Stirfry#/media/File:Bowl_of_Simple_Stirfry.png
Bowl of Simple Vegetable Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Simple_Vegetable_Soup#/media/File:Bowl_of_Basic_Vegetable_Soup.png
Bowl of Skalefin Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Skalefin_Soup#/media/File:Bowl_of_Skalefin_Soup.png
Bowl of Snow Truffle Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Snow_Truffle_Soup#/media/File:Bowl_of_Snow_Truffle_Soup.png
Bowl of Spiced Fruit Salad;https://wiki.guildwars2.com/wiki/Bowl_of_Spiced_Fruit_Salad#/media/File:Bowl_of_Spiced_Fruit_Salad.png
Bowl of Spiced Mashed Yams;https://wiki.guildwars2.com/wiki/Bowl_of_Spiced_Mashed_Yams#/media/File:Bowl_of_Spiced_Mashed_Yams.png
Bowl of Spiced Meat and Cabbage Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Spiced_Meat_and_Cabbage_Stew#/media/File:Bowl_of_Spiced_Meat_and_Cabbage_Stew.png
Bowl of Spiced Meat Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Spiced_Meat_Chili#/media/File:Bowl_of_Spiced_Meat_Chili.png
Bowl of Spiced Red Lentil Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Spiced_Red_Lentil_Stew#/media/File:Bowl_of_Spiced_Red_Lentil_Stew.png
Bowl of Spiced Veggie Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Spiced_Veggie_Chili#/media/File:Bowl_of_Spiced_Veggie_Chili.png
Bowl of Spicy Meat Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Spicy_Meat_Chili#/media/File:Bowl_of_Spicy_Meat_Chili.png
Bowl of Spicy Veggie Chili;https://wiki.guildwars2.com/wiki/Bowl_of_Spicy_Veggie_Chili#/media/File:Bowl_of_Spicy_Veggie_Chili.png
Bowl of Stew;https://wiki.guildwars2.com/wiki/Bowl_of_Stew#/media/File:Bowl_of_Refugee's_Beet_Soup.png
Bowl of Strawberry Apple Compote;https://wiki.guildwars2.com/wiki/Bowl_of_Strawberry_Apple_Compote#/media/File:Bowl_of_Strawberry_Apple_Compote.png
Bowl of Sweet and Spicy Beans;https://wiki.guildwars2.com/wiki/Bowl_of_Sweet_and_Spicy_Beans#/media/File:Bowl_of_Sweet_and_Spicy_Beans.png
Bowl of Sweet and Spicy Butternut Squash Soup;https://wiki.guildwars2.com/wiki/Bowl_of_Sweet_and_Spicy_Butternut_Squash_Soup#/media/File:Bowl_of_Sweet_and_Spicy_Butternut_Squash_Soup.png
Bowl of Tapioca Pudding;https://wiki.guildwars2.com/wiki/Bowl_of_Tapioca_Pudding#/media/File:Bowl_of_Tapioca_Pudding.png
