name;url
Minor Potion of Ogre Slaying;https://wiki.guildwars2.com/wiki/Minor_Potion_of_Ogre_Slaying#/media/File:Minor_Potion_of_Ogre_Slaying.png
Minor Potion of Outlaw Slaying;https://wiki.guildwars2.com/wiki/Minor_Potion_of_Outlaw_Slaying#/media/File:Minor_Potion_of_Outlaw_Slaying.png
Minor Potion of Slaying Scarlet's Armies;https://wiki.guildwars2.com/wiki/Minor_Potion_of_Slaying_Scarlet's_Armies#/media/File:Minor_Potion_of_Slaying_Scarlet's_Armies.png
Minor Potion of Sons of Svanir Slaying;https://wiki.guildwars2.com/wiki/Minor_Potion_of_Sons_of_Svanir_Slaying#/media/File:Tonic.png
Minor Potion of Undead Slaying;https://wiki.guildwars2.com/wiki/Minor_Potion_of_Undead_Slaying#/media/File:Taste_of_Liquid_Karma.png
Mist-Infused Maintenance Oil;https://wiki.guildwars2.com/wiki/Mist-Infused_Maintenance_Oil#/media/File:Master_Maintenance_Oil.png
Mist-Infused Master Tuning Crystal;https://wiki.guildwars2.com/wiki/Mist-Infused_Master_Tuning_Crystal#/media/File:Master_Tuning_Crystal.png
Mist-Infused Sharpening Stone;https://wiki.guildwars2.com/wiki/Mist-Infused_Sharpening_Stone#/media/File:Superior_Sharpening_Stone.png
Ogre Sharpening Stone;https://wiki.guildwars2.com/wiki/Ogre_Sharpening_Stone#/media/File:Superior_Sharpening_Stone.png
Peppermint Oil;https://wiki.guildwars2.com/wiki/Peppermint_Oil#/media/File:Peppermint_Oil.png
Potent Hardened Sharpening Stone;https://wiki.guildwars2.com/wiki/Potent_Hardened_Sharpening_Stone#/media/File:Hardened_Sharpening_Stone.png
Potent Lucent Oil;https://wiki.guildwars2.com/wiki/Potent_Lucent_Oil#/media/File:Potent_Lucent_Oil.png
Potent Master Maintenance Oil;https://wiki.guildwars2.com/wiki/Potent_Master_Maintenance_Oil#/media/File:Master_Maintenance_Oil.png
Potent Master Tuning Crystal;https://wiki.guildwars2.com/wiki/Potent_Master_Tuning_Crystal#/media/File:Master_Tuning_Crystal.png
Potent Potion of Centaur Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Centaur_Slaying#/media/File:Potent_Potion_of_Centaur_Slaying.png
Potent Potion of Demon Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Demon_Slaying#/media/File:Potent_Potion_of_Demon_Slaying.png
Potent Potion of Destroyer Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Destroyer_Slaying#/media/File:Potent_Potion_of_Destroyer_Slaying.png
Potent Potion of Dredge Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Dredge_Slaying#/media/File:Potent_Potion_of_Dredge_Slaying.png
Potent Potion of Elemental Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Elemental_Slaying#/media/File:Potent_Potion_of_Elemental_Slaying.png
Potent Potion of Flame Legion Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Flame_Legion_Slaying#/media/File:Potent_Potion_of_Flame_Legion_Slaying.png
Potent Potion of Grawl Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Grawl_Slaying#/media/File:Potent_Potion_of_Grawl_Slaying.png
Potent Potion of Halloween Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Halloween_Slaying#/media/File:Potent_Potion_of_Ogre_Slaying.png
Potent Potion of Ice Brood Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Ice_Brood_Slaying#/media/File:Potent_Potion_of_Ice_Brood_Slaying.png
Potent Potion of Inquest Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Inquest_Slaying#/media/File:Jug_of_Liquid_Karma.png
Potent Potion of Krait Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Krait_Slaying#/media/File:Potent_Potion_of_Krait_Slaying.png
Potent Potion of Nightmare Court Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Nightmare_Court_Slaying#/media/File:Potent_Potion_of_Nightmare_Court_Slaying.png
Potent Potion of Ogre Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Ogre_Slaying#/media/File:Potent_Potion_of_Ogre_Slaying.png
Potent Potion of Outlaw Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Outlaw_Slaying#/media/File:Potent_Potion_of_Outlaw_Slaying.png
Potent Potion of Sons of Svanir Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Sons_of_Svanir_Slaying#/media/File:Potent_Potion_of_Sons_of_Svanir_Slaying.png
Potent Potion of Undead Slaying;https://wiki.guildwars2.com/wiki/Potent_Potion_of_Undead_Slaying#/media/File:Potent_Potion_of_Undead_Slaying.png
Potent Quality Sharpening Stone;https://wiki.guildwars2.com/wiki/Potent_Quality_Sharpening_Stone#/media/File:Quality_Sharpening_Stone.png
Potent Simple Sharpening Stone;https://wiki.guildwars2.com/wiki/Potent_Simple_Sharpening_Stone#/media/File:Simple_Sharpening_Stone.png
Potent Standard Sharpening Stone;https://wiki.guildwars2.com/wiki/Potent_Standard_Sharpening_Stone#/media/File:Standard_Sharpening_Stone.png
Potent Superior Sharpening Stone;https://wiki.guildwars2.com/wiki/Potent_Superior_Sharpening_Stone#/media/File:Superior_Sharpening_Stone.png
Potion of Azantil;https://wiki.guildwars2.com/wiki/Potion_of_Azantil#/media/File:Cuatl_Tonic.png
Potion of Centaur Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Centaur_Slaying#/media/File:Potion_of_Centaur_Slaying.png
Potion of Demon Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Demon_Slaying#/media/File:Potion_of_Demon_Slaying.png
Potion of Destroyer Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Destroyer_Slaying#/media/File:Potion_of_Destroyer_Slaying.png
Potion of Dredge Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Dredge_Slaying#/media/File:Potion_of_Dredge_Slaying.png
Potion of Elemental Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Elemental_Slaying#/media/File:Potion_of_Elemental_Slaying.png
Potion of Flame Legion Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Flame_Legion_Slaying#/media/File:Potion_of_Flame_Legion_Slaying.png
Potion of Grawl Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Grawl_Slaying#/media/File:Potion_of_Grawl_Slaying.png
Potion of Halloween Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Halloween_Slaying#/media/File:Minor_Potion_of_Ogre_Slaying.png
Potion of Ice Brood Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Ice_Brood_Slaying#/media/File:Potion_of_Ice_Brood_Slaying.png
Potion of Inquest Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Inquest_Slaying#/media/File:Vial_of_Liquid_Karma.png
Potion Of Karka Slaying;https://wiki.guildwars2.com/wiki/Potion_Of_Karka_Slaying#/media/File:Powerful_Potion_of_Inquest_Slaying.png
Potion Of Karka Toughness;https://wiki.guildwars2.com/wiki/Potion_Of_Karka_Toughness#/media/File:Powerful_Potion_of_Inquest_Slaying.png
Potion of Krait Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Krait_Slaying#/media/File:Potion_of_Krait_Slaying.png
Potion of Nightmare Court Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Nightmare_Court_Slaying#/media/File:Potion_of_Nightmare_Court_Slaying.png
Potion of Ogre Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Ogre_Slaying#/media/File:Potion_of_Ogre_Slaying.png
Potion of Outlaw Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Outlaw_Slaying#/media/File:Potion_of_Outlaw_Slaying.png
Potion of Sons of Svanir Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Sons_of_Svanir_Slaying#/media/File:Potion_of_Sons_of_Svanir_Slaying.png
Potion of Undead Slaying;https://wiki.guildwars2.com/wiki/Potion_of_Undead_Slaying#/media/File:Swig_of_Liquid_Karma.png
Powerful Potion of Branded Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Branded_Slaying#/media/File:Powerful_Potion_of_Branded_Slaying.png
Powerful Potion of Centaur Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Centaur_Slaying#/media/File:Powerful_Potion_of_Centaur_Slaying.png
Powerful Potion of Demon Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Demon_Slaying#/media/File:Powerful_Potion_of_Demon_Slaying.png
Powerful Potion of Destroyer Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Destroyer_Slaying#/media/File:Powerful_Potion_of_Destroyer_Slaying.png
Powerful Potion of Dredge Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Dredge_Slaying#/media/File:Powerful_Potion_of_Dredge_Slaying.png
Powerful Potion of Elemental Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Elemental_Slaying#/media/File:Powerful_Potion_of_Elemental_Slaying.png
Powerful Potion of Flame Legion Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Flame_Legion_Slaying#/media/File:Powerful_Potion_of_Flame_Legion_Slaying.png
Powerful Potion of Grawl Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Grawl_Slaying#/media/File:Powerful_Potion_of_Grawl_Slaying.png
Powerful Potion of Halloween Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Halloween_Slaying#/media/File:Endless_Plush_Griffon_Tonic.png
Powerful Potion of Ice Brood Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Ice_Brood_Slaying#/media/File:Powerful_Potion_of_Ice_Brood_Slaying.png
Powerful Potion of Inquest Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Inquest_Slaying#/media/File:Powerful_Potion_of_Inquest_Slaying.png
Powerful Potion of Krait Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Krait_Slaying#/media/File:Powerful_Potion_of_Krait_Slaying.png
Powerful Potion of Mordrem Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Mordrem_Slaying#/media/File:Powerful_Potion_of_Mordrem_Slaying.png
Powerful Potion of Nightmare Court Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Nightmare_Court_Slaying#/media/File:Powerful_Potion_of_Nightmare_Court_Slaying.png
Powerful Potion of Ogre Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Ogre_Slaying#/media/File:Powerful_Potion_of_Ogre_Slaying.png
Powerful Potion of Outlaw Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Outlaw_Slaying#/media/File:Powerful_Potion_of_Outlaw_Slaying.png
Powerful Potion of Slaying Scarlet's Armies;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Slaying_Scarlet%27s_Armies#/media/File:Powerful_Potion_of_Demon_Slaying.png
Powerful Potion of Sons of Svanir Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Sons_of_Svanir_Slaying#/media/File:Powerful_Potion_of_Sons_of_Svanir_Slaying.png
Powerful Potion of Undead Slaying;https://wiki.guildwars2.com/wiki/Powerful_Potion_of_Undead_Slaying#/media/File:Powerful_Potion_of_Undead_Slaying.png
Quality Maintenance Oil;https://wiki.guildwars2.com/wiki/Quality_Maintenance_Oil#/media/File:Quality_Maintenance_Oil.png
Quality Sharpening Stone;https://wiki.guildwars2.com/wiki/Quality_Sharpening_Stone#/media/File:Quality_Sharpening_Stone.png
Quality Tuning Crystal;https://wiki.guildwars2.com/wiki/Quality_Tuning_Crystal#/media/File:Quality_Tuning_Crystal.png
Rough Sharpening Stone;https://wiki.guildwars2.com/wiki/Rough_Sharpening_Stone#/media/File:Rough_Sharpening_Stone.png
Serious Potion;https://wiki.guildwars2.com/wiki/Serious_Potion#/media/File:Drop_of_Liquid_World_Experience.png
Sharpening Golem;
Sharpening Skull;https://wiki.guildwars2.com/wiki/Sharpening_Skull#/media/File:Sharpening_Skull.png
Sharpening Stone Station;https://wiki.guildwars2.com/wiki/Sharpening_Stone_Station#/media/File:Sharpening_Stone_Station.png
Simple Sharpening Stone;https://wiki.guildwars2.com/wiki/Simple_Sharpening_Stone#/media/File:Simple_Sharpening_Stone.png
Skale Venom (consumable);https://wiki.guildwars2.com/wiki/Skale_Venom_(consumable)#/media/File:Weak_Potion_of_Nightmare_Court_Slaying.png
Snow Diamond Ornament;https://wiki.guildwars2.com/wiki/Snow_Diamond_Ornament#/media/File:Snow_Diamond_Ornament.png
Standard Maintenance Oil;https://wiki.guildwars2.com/wiki/Standard_Maintenance_Oil#/media/File:Standard_Maintenance_Oil.png
Standard Sharpening Stone;https://wiki.guildwars2.com/wiki/Standard_Sharpening_Stone#/media/File:Standard_Sharpening_Stone.png
Standard Tuning Crystal;https://wiki.guildwars2.com/wiki/Standard_Tuning_Crystal#/media/File:Standard_Tuning_Crystal.png
Strong Potion of Centaur Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Centaur_Slaying#/media/File:Strong_Potion_of_Centaur_Slaying.png
Strong Potion of Demon Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Demon_Slaying#/media/File:Strong_Potion_of_Demon_Slaying.png
Strong Potion of Destroyer Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Destroyer_Slaying#/media/File:Strong_Potion_of_Destroyer_Slaying.png
Strong Potion of Dredge Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Dredge_Slaying#/media/File:Strong_Potion_of_Dredge_Slaying.png
Strong Potion of Elemental Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Elemental_Slaying#/media/File:Strong_Potion_of_Elemental_Slaying.png
Strong Potion of Flame Legion Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Flame_Legion_Slaying#/media/File:Strong_Potion_of_Flame_Legion_Slaying.png
Strong Potion of Grawl Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Grawl_Slaying#/media/File:Strong_Potion_of_Grawl_Slaying.png
Strong Potion of Halloween Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Halloween_Slaying#/media/File:Potion_of_Ogre_Slaying.png
Strong Potion of Ice Brood Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Ice_Brood_Slaying#/media/File:Strong_Potion_of_Ice_Brood_Slaying.png
Strong Potion of Inquest Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Inquest_Slaying#/media/File:Gulp_of_Liquid_Karma.png
Strong Potion of Krait Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Krait_Slaying#/media/File:Strong_Potion_of_Krait_Slaying.png
Strong Potion of Nightmare Court Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Nightmare_Court_Slaying#/media/File:Strong_Potion_of_Nightmare_Court_Slaying.png
Strong Potion of Ogre Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Ogre_Slaying#/media/File:Strong_Potion_of_Ogre_Slaying.png
Strong Potion of Outlaw Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Outlaw_Slaying#/media/File:Strong_Potion_of_Outlaw_Slaying.png
Strong Potion of Sons of Svanir Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Sons_of_Svanir_Slaying#/media/File:Strong_Potion_of_Sons_of_Svanir_Slaying.png
Strong Potion of Undead Slaying;https://wiki.guildwars2.com/wiki/Strong_Potion_of_Undead_Slaying#/media/File:Flask_of_Liquid_Karma.png
Superior Sharpening Stone;https://wiki.guildwars2.com/wiki/Superior_Sharpening_Stone#/media/File:Superior_Sharpening_Stone.png
Swift Moa Feather;https://wiki.guildwars2.com/wiki/Swift_Moa_Feather#/media/File:Swift_Moa_Feather.png
Thesis on Accuracy;https://wiki.guildwars2.com/wiki/Thesis_on_Accuracy#/media/File:Thesis_on_Basic_Accuracy.png
Thesis on Basic Accuracy;https://wiki.guildwars2.com/wiki/Thesis_on_Basic_Accuracy#/media/File:Thesis_on_Basic_Accuracy.png
Thesis on Basic Malice;https://wiki.guildwars2.com/wiki/Thesis_on_Basic_Malice#/media/File:Thesis_on_Basic_Malice.png
Thesis on Basic Speed;https://wiki.guildwars2.com/wiki/Thesis_on_Basic_Speed#/media/File:Thesis_on_Basic_Speed.png
Thesis on Basic Strength;https://wiki.guildwars2.com/wiki/Thesis_on_Basic_Strength#/media/File:Thesis_on_Basic_Strength.png
Thesis on Calculated Accuracy;https://wiki.guildwars2.com/wiki/Thesis_on_Calculated_Accuracy#/media/File:Thesis_on_Basic_Accuracy.png
Thesis on Calculated Malice;https://wiki.guildwars2.com/wiki/Thesis_on_Calculated_Malice#/media/File:Thesis_on_Basic_Malice.png
Thesis on Calculated Strength;https://wiki.guildwars2.com/wiki/Thesis_on_Calculated_Strength#/media/File:Thesis_on_Basic_Strength.png
Thesis on Learned Accuracy;https://wiki.guildwars2.com/wiki/Thesis_on_Learned_Accuracy#/media/File:Thesis_on_Basic_Accuracy.png
Thesis on Learned Malice;https://wiki.guildwars2.com/wiki/Thesis_on_Learned_Malice#/media/File:Thesis_on_Basic_Malice.png
Thesis on Learned Strength;https://wiki.guildwars2.com/wiki/Thesis_on_Learned_Strength#/media/File:Thesis_on_Basic_Strength.png
Thesis on Malice;https://wiki.guildwars2.com/wiki/Thesis_on_Malice#/media/File:Thesis_on_Basic_Malice.png
Thesis on Masterful Accuracy;https://wiki.guildwars2.com/wiki/Thesis_on_Masterful_Accuracy#/media/File:Thesis_on_Basic_Accuracy.png
Thesis on Masterful Malice;https://wiki.guildwars2.com/wiki/Thesis_on_Masterful_Malice#/media/File:Thesis_on_Basic_Malice.png
Thesis on Masterful Strength;https://wiki.guildwars2.com/wiki/Thesis_on_Masterful_Strength#/media/File:Thesis_on_Basic_Strength.png
Thesis on Speed;https://wiki.guildwars2.com/wiki/Thesis_on_Speed#/media/File:Thesis_on_Basic_Speed.png
Thesis on Strength;https://wiki.guildwars2.com/wiki/Thesis_on_Strength#/media/File:Thesis_on_Basic_Strength.png
